Data from USB4F104161__62__13-02-10-926.txt Node

Date: Fri Apr 17 13:02:10 EDT 2026
User: Jejeb
Spectrometer: USB4F10416
Trigger mode: 4
Integration Time (sec): 1,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
177,847	-85,46917
178,066	-85,46917
178,284	-85,46917
178,502	-194,56251
178,72	-194,56251
178,939	76,01451
179,157	40,36824
179,375	-68,68841
179,593	31,98039
179,812	6,81572
180,03	48,7559
180,248	-3,67005
180,466	-24,64249
180,685	67,62745
180,903	-60,29831
181,121	-106,44619
181,339	-7,86445
181,557	-49,81095
181,775	2,62145
181,994	52,94966
182,212	-3,67005
182,43	-85,46917
182,648	-18,35063
182,866	15,20413
183,084	92,78805
183,302	-85,46917
183,52	-39,32389
183,739	17,3012
183,957	15,20413
184,175	-41,42128
184,393	-26,73979
184,611	-3,67005
184,829	46,659
185,047	-49,81095
185,265	76,01451
185,483	19,39827
185,701	23,59235
185,919	6,81572
186,137	-7,86445
186,355	17,3012
186,573	8,91284
186,791	48,7559
187,009	17,3012
187,227	-18,35063
187,445	-51,9084
187,663	2,62145
187,881	-81,27391
188,098	76,01451
188,316	27,7864
188,534	36,17434
188,752	-45,61609
188,97	-43,51868
189,188	25,68938
189,406	109,56086
189,624	38,27129
189,841	-56,10333
190,059	-148,40374
190,277	-77,0787
190,495	-22,54519
190,713	50,85279
190,931	134,71866
191,148	-39,32389
191,366	-41,42128
191,584	-56,10333
191,802	57,14337
192,019	48,7559
192,237	-58,20082
192,455	48,7559
192,673	76,01451
192,89	-1,57288
193,108	57,14337
193,326	-106,44619
193,543	82,30468
193,761	-37,22651
193,979	17,3012
194,196	11,00995
194,414	-30,93444
194,632	29,8834
194,849	-35,12914
195,067	-93,85984
195,285	67,62745
195,502	-68,68841
195,72	-35,12914
195,937	-18,35063
196,155	27,7864
196,373	-18,35063
196,59	-87,56682
196,808	31,98039
197,025	29,8834
197,243	115,85046
197,46	46,659
197,678	-93,85984
197,895	44,56209
198,113	-43,51868
198,33	-93,85984
198,548	6,81572
198,765	13,10705
198,983	-26,73979
199,2	-102,25069
199,418	6,81572
199,635	-60,29831
199,853	-104,34843
200,07	6,81572
200,288	-33,03179
200,505	-14,15612
200,722	76,01451
200,94	-35,12914
201,157	-56,10333
201,375	46,659
201,592	-35,12914
201,809	36,17434
202,027	76,01451
202,244	-26,73979
202,461	-54,00586
202,679	23,59235
202,896	-28,83711
203,113	-74,98111
203,331	6,81572
203,548	6,81572
203,765	42,46517
203,982	15,20413
204,2	-54,00586
204,417	-89,66448
204,634	101,17455
204,851	50,85279
205,069	8,91284
205,286	55,04652
205,503	-35,12914
205,72	-85,46917
205,937	15,20413
206,155	-7,86445
206,372	13,10705
206,589	-119,03296
206,806	84,40137
207,023	63,43386
207,24	-35,12914
207,458	-18,35063
207,675	-18,35063
207,892	-5,76725
208,109	-81,27391
208,326	-35,12914
208,543	11,00995
208,76	-93,85984
208,977	27,7864
209,194	36,17434
209,411	-83,37154
209,628	0,52429
209,845	15,20413
210,062	-22,54519
210,279	-51,9084
210,496	-33,03179
210,713	-30,93444
210,93	6,81572
211,147	111,6574
211,364	-68,68841
211,581	-18,35063
211,798	-16,25337
212,015	-135,81598
212,232	42,46517
212,449	11,00995
212,666	19,39827
212,883	17,3012
213,1	6,81572
213,317	-20,44791
213,533	-3,67005
213,75	-127,42438
213,967	-43,51868
214,184	-41,42128
214,401	42,46517
214,618	15,20413
214,835	11,00995
215,051	6,81572
215,268	44,56209
215,485	0,52429
215,702	-41,42128
215,919	-95,95753
216,135	67,62745
216,352	23,59235
216,569	-39,32389
216,786	57,14337
217,002	67,62745
217,219	6,81572
217,436	11,00995
217,652	-35,12914
217,869	11,00995
218,086	103,27114
218,302	-37,22651
218,519	23,59235
218,736	-1,57288
218,952	-77,0787
219,169	-9,96166
219,386	-1,57288
219,602	23,59235
219,819	-30,93444
220,036	-43,51868
220,252	8,91284
220,469	-47,71352
220,685	36,17434
220,902	-14,15612
221,118	-16,25337
221,335	25,68938
221,552	-119,03296
221,768	65,53066
221,985	15,20413
222,201	-9,96166
222,418	48,7559
222,634	15,20413
222,851	-18,35063
223,067	-7,86445
223,284	-47,71352
223,5	-20,44791
223,716	-39,32389
223,933	36,17434
224,149	-9,96166
224,366	15,20413
224,582	-85,46917
224,799	0,52429
225,015	-62,39582
225,231	40,36824
225,448	-74,98111
225,664	29,8834
225,88	6,81572
226,097	52,94966
226,313	-51,9084
226,529	-24,64249
226,746	25,68938
226,962	-22,54519
227,178	-41,42128
227,395	-35,12914
227,611	-51,9084
227,827	15,20413
228,044	52,94966
228,26	-33,03179
228,476	27,7864
228,692	15,20413
228,909	-5,76725
229,125	-60,29831
229,341	-9,96166
229,557	-14,15612
229,773	19,39827
229,99	99,07794
230,206	-45,61609
230,422	-18,35063
230,638	-74,98111
230,854	-83,37154
231,07	-66,59087
231,286	40,36824
231,503	-26,73979
231,719	-83,37154
231,935	-45,61609
232,151	-5,76725
232,367	42,46517
232,583	31,98039
232,799	-18,35063
233,015	103,27114
233,231	-64,49334
233,447	-14,15612
233,663	-98,05524
233,879	-45,61609
234,095	-33,03179
234,311	61,33704
234,527	-49,81095
234,743	61,33704
234,959	84,40137
235,175	23,59235
235,391	-54,00586
235,607	19,39827
235,823	-7,86445
236,039	-47,71352
236,255	-74,98111
236,471	27,7864
236,687	-64,49334
236,903	-26,73979
237,118	17,3012
237,334	-35,12914
237,55	-43,51868
237,766	-72,88353
237,982	92,78805
238,198	-26,73979
238,413	15,20413
238,629	0,52429
238,845	40,36824
239,061	-28,83711
239,277	-51,9084
239,492	-114,83732
239,708	-22,54519
239,924	-20,44791
240,14	-30,93444
240,355	59,24021
240,571	71,821
240,787	-83,37154
241,003	107,4643
241,218	19,39827
241,434	-41,42128
241,65	-1,57288
241,865	-51,9084
242,081	25,68938
242,297	-18,35063
242,512	44,56209
242,728	-102,25069
242,944	-106,44619
243,159	-24,64249
243,375	-49,81095
243,59	27,7864
243,806	13,10705
244,022	0,52429
244,237	-26,73979
244,453	-12,05889
244,668	-47,71352
244,884	6,81572
245,099	-91,76215
245,315	73,91776
245,53	11,00995
245,746	69,72423
245,961	59,24021
246,177	-22,54519
246,392	107,4643
246,608	0,52429
246,823	-26,73979
247,039	-16,25337
247,254	-56,10333
247,47	0,52429
247,685	-12,05889
247,9	-26,73979
248,116	38,27129
248,331	-56,10333
248,547	6,81572
248,762	-62,39582
248,977	-5,76725
249,193	-35,12914
249,408	65,53066
249,623	-1,57288
249,839	40,36824
250,054	-125,3265
250,269	-66,59087
250,485	23,59235
250,7	-16,25337
250,915	38,27129
251,13	-51,9084
251,346	-54,00586
251,561	65,53066
251,776	117,94698
251,991	-68,68841
252,207	65,53066
252,422	-49,81095
252,637	-43,51868
252,852	31,98039
253,067	-43,51868
253,283	55,04652
253,498	34,07737
253,713	-14,15612
253,928	-16,25337
254,143	-9,96166
254,358	2,62145
254,573	-18,35063
254,788	-64,49334
255,004	61,33704
255,219	-114,83732
255,434	27,7864
255,649	69,72423
255,864	52,94966
256,079	-68,68841
256,294	6,81572
256,509	-79,1763
256,724	-7,86445
256,939	-49,81095
257,154	6,81572
257,369	-33,03179
257,584	67,62745
257,799	-60,29831
258,014	-33,03179
258,229	-66,59087
258,444	13,10705
258,659	-24,64249
258,874	17,3012
259,089	-24,64249
259,304	-51,9084
259,518	-81,27391
259,733	-93,85984
259,948	-60,29831
260,163	61,33704
260,378	57,14337
260,593	0,52429
260,808	-14,15612
261,022	-98,05524
261,237	-74,98111
261,452	-14,15612
261,667	-1,57288
261,882	99,07794
262,096	31,98039
262,311	38,27129
262,526	-49,81095
262,741	11,00995
262,955	-41,42128
263,17	11,00995
263,385	-68,68841
263,6	-56,10333
263,814	2,62145
264,029	2,62145
264,244	31,98039
264,458	-39,32389
264,673	73,91776
264,888	84,40137
265,102	36,17434
265,317	19,39827
265,532	0,52429
265,746	15,20413
265,961	73,91776
266,175	-39,32389
266,39	8,91284
266,605	23,59235
266,819	-54,00586
267,034	57,14337
267,248	-112,73952
267,463	-43,51868
267,677	-39,32389
267,892	-3,67005
268,106	-89,66448
268,321	-22,54519
268,535	90,6914
268,75	57,14337
268,964	-102,25069
269,179	23,59235
269,393	25,68938
269,608	11,00995
269,822	-43,51868
270,036	-98,05524
270,251	-41,42128
270,465	8,91284
270,68	-68,68841
270,894	-43,51868
271,108	147,29693
271,323	34,07737
271,537	8,91284
271,752	-33,03179
271,966	-33,03179
272,18	-89,66448
272,394	-26,73979
272,609	-68,68841
272,823	2,62145
273,037	-18,35063
273,252	-47,71352
273,466	2,62145
273,68	84,40137
273,894	15,20413
274,109	2,62145
274,323	27,7864
274,537	40,36824
274,751	-30,93444
274,966	15,20413
275,18	-43,51868
275,394	-72,88353
275,608	-3,67005
275,822	-7,86445
276,036	21,49532
276,25	-7,86445
276,465	-41,42128
276,679	31,98039
276,893	-74,98111
277,107	23,59235
277,321	-45,61609
277,535	27,7864
277,749	48,7559
277,963	-18,35063
278,177	-7,86445
278,391	34,07737
278,605	-37,22651
278,819	25,68938
279,033	-64,49334
279,247	-98,05524
279,461	55,04652
279,675	34,07737
279,889	48,7559
280,103	15,20413
280,317	65,53066
280,531	11,00995
280,745	-18,35063
280,959	-85,46917
281,173	0,52429
281,387	99,07794
281,601	84,40137
281,815	15,20413
282,029	-66,59087
282,242	-58,20082
282,456	111,6574
282,67	73,91776
282,884	-125,3265
283,098	4,71859
283,312	-18,35063
283,525	-45,61609
283,739	23,59235
283,953	25,68938
284,167	-22,54519
284,381	46,659
284,594	-24,64249
284,808	-89,66448
285,022	8,91284
285,235	-9,96166
285,449	-95,95753
285,663	36,17434
285,877	-14,15612
286,09	40,36824
286,304	34,07737
286,518	-26,73979
286,731	-98,05524
286,945	11,00995
287,159	-56,10333
287,372	15,20413
287,586	-58,20082
287,799	-18,35063
288,013	6,81572
288,227	46,659
288,44	201,79794
288,654	-18,35063
288,867	-64,49334
289,081	8,91284
289,294	-49,81095
289,508	17,3012
289,721	-93,85984
289,935	-51,9084
290,148	-1,57288
290,362	15,20413
290,575	36,17434
290,789	-16,25337
